Gene stable ID,Gene stable ID version,HGNC symbol
ENSG00000243509,ENSG00000243509.6,TNFRSF6B
ENSG00000243612,ENSG00000243612.5,HLA-DOB
ENSG00000243646,ENSG00000243646.11,IL10RB
ENSG00000243709,ENSG00000243709.1,LEFTY1
ENSG00000243719,ENSG00000243719.7,HLA-DMA
ENSG00000243772,ENSG00000243772.8,KIR2DL3
ENSG00000243897,ENSG00000243897.8,EGFL8
ENSG00000244444,ENSG00000244444.6,EGFL8
ENSG00000244731,ENSG00000244731.10,C4A
ENSG00000248099,ENSG00000248099.4,INSL3
ENSG00000248329,ENSG00000248329.6,APELA
ENSG00000250510,ENSG00000250510.8,GPR162
ENSG00000254126,ENSG00000254126.8,CD8B2
ENSG00000254647,ENSG00000254647.7,INS
ENSG00000256797,ENSG00000256797.1,KLRF2
ENSG00000257017,ENSG00000257017.10,HP
ENSG00000257473,ENSG00000257473.7,HLA-DQA2
ENSG00000258839,ENSG00000258839.4,MC1R
ENSG00000259207,ENSG00000259207.10,ITGB3
ENSG00000259384,ENSG00000259384.7,GH1
ENSG00000260314,ENSG00000260314.3,MRC1
ENSG00000261371,ENSG00000261371.6,PECAM1
ENSG00000261857,ENSG00000261857.7,MIA
ENSG00000262406,ENSG00000262406.3,MMP12
ENSG00000262418,ENSG00000262418.5,PTPRC
ENSG00000262795,ENSG00000262795.5,IFNGR2
ENSG00000263236,ENSG00000263236.2,KRTAP4-12
ENSG00000263761,ENSG00000263761.3,GDF2
ENSG00000265203,ENSG00000265203.2,RBP3
ENSG00000266524,ENSG00000266524.3,GDF10
ENSG00000267467,ENSG00000267467.4,APOC4
ENSG00000267534,ENSG00000267534.4,S1PR2
ENSG00000271503,ENSG00000271503.7,CCL5
ENSG00000272398,ENSG00000272398.6,CD24
ENSG00000273510,ENSG00000273510.1,KIR2DL1
ENSG00000273575,ENSG00000273575.4,KIR2DL4
ENSG00000273641,ENSG00000273641.2,DEFB103B
ENSG00000273686,ENSG00000273686.4,B2M
ENSG00000273794,ENSG00000273794.4,KIR2DL1
ENSG00000273884,ENSG00000273884.4,LILRA3
ENSG00000273887,ENSG00000273887.1,KIR2DL3
ENSG00000273936,ENSG00000273936.4,TNFRSF14
ENSG00000274036,ENSG00000274036.5,KIR3DL1
ENSG00000274050,ENSG00000274050.4,GP6
ENSG00000274108,ENSG00000274108.5,KIR2DL3
ENSG00000274143,ENSG00000274143.1,KIR2DL5A
ENSG00000274185,ENSG00000274185.4,LILRA4
ENSG00000274221,ENSG00000274221.2,CCL3
ENSG00000274232,ENSG00000274232.4,KIR2DL4
ENSG00000274233,ENSG00000274233.4,CCL5
ENSG00000274247,ENSG00000274247.4,PRSS1
ENSG00000274286,ENSG00000274286.2,ADRA2B
ENSG00000274402,ENSG00000274402.1,KIR2DL3
ENSG00000274406,ENSG00000274406.1,KIR2DS4
ENSG00000274410,ENSG00000274410.5,KIR2DL3
ENSG00000274473,ENSG00000274473.2,SCT
ENSG00000274513,ENSG00000274513.4,LILRB2
ENSG00000274542,ENSG00000274542.1,CHRNA7
ENSG00000274566,ENSG00000274566.4,GP6
ENSG00000274609,ENSG00000274609.1,KIR2DL4
ENSG00000274669,ENSG00000274669.5,LILRB1
ENSG00000274676,ENSG00000274676.1,KIR2DL5A
ENSG00000274692,ENSG00000274692.1,KIR2DL1
ENSG00000274722,ENSG00000274722.4,KIR3DL2
ENSG00000274736,ENSG00000274736.5,CCL23
ENSG00000274830,ENSG00000274830.5,KIR2DL3
ENSG00000274926,ENSG00000274926.1,KIR2DL1
ENSG00000274947,ENSG00000274947.2,KIR2DS4
ENSG00000274952,ENSG00000274952.5,KIR2DL3
ENSG00000274955,ENSG00000274955.4,KIR2DL4
ENSG00000274957,ENSG00000274957.1,KIR2DS4
ENSG00000275008,ENSG00000275008.1,KIR2DL3
ENSG00000275083,ENSG00000275083.4,KIR3DL2
ENSG00000275095,ENSG00000275095.2,CCL16
ENSG00000275152,ENSG00000275152.5,CCL16
ENSG00000275181,ENSG00000275181.2,GPR20
ENSG00000275276,ENSG00000275276.1,KIR2DL1
ENSG00000275288,ENSG00000275288.6,KIR3DL1
ENSG00000275302,ENSG00000275302.2,CCL4
ENSG00000275317,ENSG00000275317.4,KIR2DL4
ENSG00000275353,ENSG00000275353.1,KIR2DS4
ENSG00000275385,ENSG00000275385.2,CCL18
ENSG00000275416,ENSG00000275416.4,KIR3DL2
ENSG00000275434,ENSG00000275434.5,KIR3DS1
ENSG00000275444,ENSG00000275444.2,DEFB4B
ENSG00000275456,ENSG00000275456.1,KIR2DL4
ENSG00000275463,ENSG00000275463.4,LILRB2
ENSG00000275528,ENSG00000275528.2,CCL15
ENSG00000275555,ENSG00000275555.2,DLL1
ENSG00000275565,ENSG00000275565.4,ALOX5
ENSG00000275566,ENSG00000275566.4,KIR3DL2
ENSG00000275596,ENSG00000275596.1,KIR2DL5A
ENSG00000275623,ENSG00000275623.5,KIR2DL3
ENSG00000275626,ENSG00000275626.4,KIR3DL2
ENSG00000275633,ENSG00000275633.4,GP6
ENSG00000275658,ENSG00000275658.5,KIR2DL3
ENSG00000275699,ENSG00000275699.4,KIR2DL4
ENSG00000275718,ENSG00000275718.2,CCL15
ENSG00000275731,ENSG00000275731.1,KIR2DS4
ENSG00000275750,ENSG00000275750.1,KIR2DL1
ENSG00000275824,ENSG00000275824.4,CCL4
ENSG00000275841,ENSG00000275841.5,LILRA3
ENSG00000275896,ENSG00000275896.7,PRSS2
ENSG00000275931,ENSG00000275931.4,GP6
ENSG00000276004,ENSG00000276004.4,KIR3DL2
ENSG00000276044,ENSG00000276044.4,KIR2DL4
ENSG00000276051,ENSG00000276051.4,HLA-G
ENSG00000276065,ENSG00000276065.4,GP6
ENSG00000276085,ENSG00000276085.1,CCL3L3
ENSG00000276114,ENSG00000276114.2,CCL23
ENSG00000276146,ENSG00000276146.4,LILRB2
ENSG00000276154,ENSG00000276154.1,KIR2DS4
ENSG00000276175,ENSG00000276175.4,LILRA3
ENSG00000276191,ENSG00000276191.4,CRHR1
ENSG00000276211,ENSG00000276211.4,GP6
ENSG00000276218,ENSG00000276218.5,KIR2DL3
ENSG00000276286,ENSG00000276286.4,ADAM2
ENSG00000276310,ENSG00000276310.1,KIR2DL1
ENSG00000276336,ENSG00000276336.4,SCARF1
ENSG00000276357,ENSG00000276357.4,KIR3DL2
ENSG00000276395,ENSG00000276395.1,KIR2DS4
ENSG00000276409,ENSG00000276409.5,CCL14
ENSG00000276423,ENSG00000276423.6,KIR3DL1
ENSG00000276459,ENSG00000276459.5,KIR2DL3
ENSG00000276536,ENSG00000276536.4,HRAS
ENSG00000276590,ENSG00000276590.5,KIR2DL3
ENSG00000276615,ENSG00000276615.2,KEL
ENSG00000276625,ENSG00000276625.4,KIR2DL1
ENSG00000276634,ENSG00000276634.1,KIR2DS4
ENSG00000276701,ENSG00000276701.2,MIF
ENSG00000276739,ENSG00000276739.4,KIR3DL2
ENSG00000276779,ENSG00000276779.1,KIR2DL4
ENSG00000276798,ENSG00000276798.4,LILRA4
ENSG00000276799,ENSG00000276799.2,WNT9B
ENSG00000276825,ENSG00000276825.2,DRD4
ENSG00000276870,ENSG00000276870.2,PLA2G10
ENSG00000276885,ENSG00000276885.1,KIR2DS4
ENSG00000276886,ENSG00000276886.4,GREM1
ENSG00000276977,ENSG00000276977.3,PDCD1
ENSG00000277069,ENSG00000277069.2,RXFP3
ENSG00000277092,ENSG00000277092.4,LILRA4
ENSG00000277181,ENSG00000277181.4,KIR3DL2
ENSG00000277236,ENSG00000277236.4,CCL14
ENSG00000277263,ENSG00000277263.1,HLA-DRA
ENSG00000277317,ENSG00000277317.5,KIR2DL3
ENSG00000277336,ENSG00000277336.2,CCL3L3
ENSG00000277339,ENSG00000277339.2,NPBWR2
ENSG00000277356,ENSG00000277356.1,KIR2DL1
ENSG00000277362,ENSG00000277362.1,KIR2DL4
ENSG00000277439,ENSG00000277439.4,GP6
ENSG00000277484,ENSG00000277484.5,KIR2DL3
ENSG00000277494,ENSG00000277494.2,GPIHBP1
ENSG00000277554,ENSG00000277554.5,KIR2DL3
ENSG00000277626,ENSG00000277626.1,WNT3
ENSG00000277632,ENSG00000277632.2,CCL3
ENSG00000277641,ENSG00000277641.2,WNT3
ENSG00000277750,ENSG00000277750.1,KIR2DL4
ENSG00000277768,ENSG00000277768.3,CCL3L3
ENSG00000277807,ENSG00000277807.5,LILRB1
ENSG00000277833,ENSG00000277833.4,KIR2DL1
ENSG00000277893,ENSG00000277893.2,SRD5A2
ENSG00000277924,ENSG00000277924.5,KIR2DL3
ENSG00000277943,ENSG00000277943.4,CCL4
ENSG00000277964,ENSG00000277964.1,KIR2DL4
ENSG00000278006,ENSG00000278006.2,CCL18
ENSG00000278046,ENSG00000278046.4,LILRA3
ENSG00000278074,ENSG00000278074.1,KIR2DL4
ENSG00000278167,ENSG00000278167.2,CCL18
ENSG00000278195,ENSG00000278195.2,SSTR3
ENSG00000278232,ENSG00000278232.4,CRHR1
ENSG00000278248,ENSG00000278248.1,KIR2DL1
ENSG00000278271,ENSG00000278271.1,KIR2DL4
ENSG00000278316,ENSG00000278316.4,GP6
ENSG00000278327,ENSG00000278327.5,KIR2DL3
ENSG00000278361,ENSG00000278361.4,KIR3DL2
ENSG00000278430,ENSG00000278430.4,KIR2DL4
ENSG00000278442,ENSG00000278442.4,KIR3DL2
ENSG00000278474,ENSG00000278474.4,KIR3DL2
ENSG00000278495,ENSG00000278495.4,KIR2DL1
ENSG00000278503,ENSG00000278503.1,KIR2DL1
ENSG00000278567,ENSG00000278567.2,CCL3
ENSG00000278670,ENSG00000278670.4,GP6
ENSG00000278728,ENSG00000278728.2,CNTNAP2
ENSG00000278738,ENSG00000278738.5,KIR2DL1
ENSG00000278755,ENSG00000278755.1,KIR2DL1
ENSG00000278809,ENSG00000278809.4,KIR3DL2
ENSG00000278821,ENSG00000278821.4,KIR2DL1
ENSG00000281324,ENSG00000281324.3,LRP6
ENSG00000282046,ENSG00000282046.3,GREM1
ENSG00000282049,ENSG00000282049.1,PRSS2
ENSG00000282608,ENSG00000282608.2,ADORA3
ENSG00000283056,ENSG00000283056.2,ZG16B
ENSG00000283448,ENSG00000283448.2,CMKLR2
ENSG00000283702,ENSG00000283702.2,KIR2DL3
ENSG00000283708,ENSG00000283708.2,KIR2DL3
ENSG00000283723,ENSG00000283723.2,KIR2DL1
ENSG00000283777,ENSG00000283777.2,CANX
ENSG00000283790,ENSG00000283790.2,KIR2DL3
ENSG00000283859,ENSG00000283859.2,NLGN2
ENSG00000283869,ENSG00000283869.1,KIR2DL4
ENSG00000283870,ENSG00000283870.3,KIR2DS4
ENSG00000283882,ENSG00000283882.3,KIR2DS4
ENSG00000283887,ENSG00000283887.2,LTC4S
ENSG00000283903,ENSG00000283903.2,FGF11
ENSG00000283946,ENSG00000283946.2,CHRNB1
ENSG00000283961,ENSG00000283961.1,KIR2DL4
ENSG00000283992,ENSG00000283992.2,SLURP2
ENSG00000284013,ENSG00000284013.2,KIR2DL4
ENSG00000284145,ENSG00000284145.2,KIR2DL1
ENSG00000284264,ENSG00000284264.3,KIR2DS4
ENSG00000284333,ENSG00000284333.2,KIR2DL3
ENSG00000284342,ENSG00000284342.2,KIR3DL1
ENSG00000284347,ENSG00000284347.2,KIR2DL1
ENSG00000284365,ENSG00000284365.1,KIR2DL4
ENSG00000284401,ENSG00000284401.2,KIR2DL1
ENSG00000284426,ENSG00000284426.1,KIR3DL1
ENSG00000284460,ENSG00000284460.1,KIR2DL4
ENSG00000284504,ENSG00000284504.2,KIR2DL3
ENSG00000284509,ENSG00000284509.1,KIR2DL4
ENSG00000284510,ENSG00000284510.2,KIR2DL3
ENSG00000284816,ENSG00000284816.2,EPHA1
ENSG00000284881,ENSG00000284881.2,DEFB1
ENSG00000284978,ENSG00000284978.2,DEFB103A
ENSG00000285070,ENSG00000285070.2,ADIPOR2
ENSG00000285181,ENSG00000285181.2,DEFB4A
ENSG00000285203,ENSG00000285203.2,LTB4R2
ENSG00000285376,ENSG00000285376.2,DEFB103B
ENSG00000285433,ENSG00000285433.2,DEFB4B
ENSG00000285456,ENSG00000285456.2,LTB4R
ENSG00000285479,ENSG00000285479.3,CACNA1C
ENSG00000288185,ENSG00000288185.1,IL27RA
ENSG00000288216,ENSG00000288216.2,SLC5A11
ENSG00000288257,ENSG00000288257.1,STRA6
ENSG00000288269,ENSG00000288269.1,GCGR
ENSG00000288324,ENSG00000288324.1,ADGRL1
ENSG00000288357,ENSG00000288357.1,KIR2DL5A
ENSG00000288362,ENSG00000288362.1,CYP11A1
ENSG00000288411,ENSG00000288411.1,SAA1
ENSG00000288455,ENSG00000288455.1,SEMA7A
ENSG00000288474,ENSG00000288474.1,RLN3
ENSG00000288611,ENSG00000288611.1,NPBWR1
ENSG00000291465,ENSG00000291465.1,GPR20
ENSG00000291488,ENSG00000291488.1,ITGA9
ENSG00000291561,ENSG00000291561.1,DSCAM
ENSG00000291631,ENSG00000291631.1,NMB
ENSG00000291720,ENSG00000291720.1,OMG
ENSG00000291872,ENSG00000291872.1,IFNL1
ENSG00000291875,ENSG00000291875.1,IFNL2
ENSG00000291876,ENSG00000291876.1,IFNL3
ENSG00000291905,ENSG00000291905.1,FCER1A
ENSG00000291946,ENSG00000291946.1,NPW
ENSG00000291972,ENSG00000291972.1,GHRH
ENSG00000292039,ENSG00000292039.1,KRTAP4-12
ENSG00000292214,ENSG00000292214.1,KCND1
ENSG00000292332,ENSG00000292332.1,IL3RA
ENSG00000292336,ENSG00000292336.1,ASMT
ENSG00000292348,ENSG00000292348.1,CD99
ENSG00000292357,ENSG00000292357.2,CSF2RA
ENSG00000292363,ENSG00000292363.1,CRLF2
ENSG00000292373,ENSG00000292373.2,IL9R
ENSG00000293545,ENSG00000293545.3,CCL3L3
